Freq.	V(vout)
3.55000000000000e+003	(-7.05638663216836e+000dB,8.49077966574336e+001°)
3.56000000000000e+003	(-7.01999463328685e+000dB,8.48863599310018e+001°)
3.57000000000000e+003	(-6.98379192784864e+000dB,8.48649446885480e+001°)
3.58000000000000e+003	(-6.94777651086220e+000dB,8.48435507638928e+001°)
3.59000000000000e+003	(-6.91194640889472e+000dB,8.48221779927426e+001°)
3.60000000000000e+003	(-6.87629967942274e+000dB,8.48008262126630e+001°)
3.61000000000000e+003	(-6.84083441019914e+000dB,8.47794952630528e+001°)
3.62000000000000e+003	(-6.80554871863608e+000dB,8.47581849851192e+001°)
3.63000000000000e+003	(-6.77044075120348e+000dB,8.47368952218525e+001°)
3.64000000000000e+003	(-6.73550868284235e+000dB,8.47156258180020e+001°)
3.65000000000000e+003	(-6.70075071639286e+000dB,8.46943766200512e+001°)
3.66000000000000e+003	(-6.66616508203641e+000dB,8.46731474761951e+001°)
3.67000000000000e+003	(-6.63175003675145e+000dB,8.46519382363159e+001°)
3.68000000000000e+003	(-6.59750386378267e+000dB,8.46307487519609e+001°)
3.69000000000000e+003	(-6.56342487212306e+000dB,8.46095788763194e+001°)
3.70000000000000e+003	(-6.52951139600854e+000dB,8.45884284642007e+001°)
3.71000000000000e+003	(-6.49576179442483e+000dB,8.45672973720123e+001°)
3.72000000000000e+003	(-6.46217445062608e+000dB,8.45461854577383e+001°)
3.73000000000000e+003	(-6.42874777166515e+000dB,8.45250925809184e+001°)
3.74000000000000e+003	(-6.39548018793493e+000dB,8.45040186026271e+001°)
3.75000000000000e+003	(-6.36237015272063e+000dB,8.44829633854529e+001°)
3.76000000000000e+003	(-6.32941614176255e+000dB,8.44619267934788e+001°)
3.77000000000000e+003	(-6.29661665282924e+000dB,8.44409086922619e+001°)
3.78000000000000e+003	(-6.26397020530051e+000dB,8.44199089488141e+001°)
3.79000000000000e+003	(-6.23147533976024e+000dB,8.43989274315830e+001°)
3.80000000000000e+003	(-6.19913061759857e+000dB,8.43779640104329e+001°)
3.81000000000000e+003	(-6.16693462062332e+000dB,8.43570185566262e+001°)
3.82000000000000e+003	(-6.13488595068030e+000dB,8.43360909428052e+001°)
3.83000000000000e+003	(-6.10298322928232e+000dB,8.43151810429738e+001°)
3.84000000000000e+003	(-6.07122509724667e+000dB,8.42942887324802e+001°)
3.85000000000000e+003	(-6.03961021434074e+000dB,8.42734138879991e+001°)
3.86000000000000e+003	(-6.00813725893579e+000dB,8.42525563875145e+001°)
3.87000000000000e+003	(-5.97680492766836e+000dB,8.42317161103032e+001°)
3.88000000000000e+003	(-5.94561193510930e+000dB,8.42108929369174e+001°)
3.89000000000000e+003	(-5.91455701344026e+000dB,8.41900867491690e+001°)
3.90000000000000e+003	(-5.88363891213727e+000dB,8.41692974301131e+001°)
3.91000000000000e+003	(-5.85285639766130e+000dB,8.41485248640321e+001°)
3.92000000000000e+003	(-5.82220825315575e+000dB,8.41277689364203e+001°)
3.93000000000000e+003	(-5.79169327815045e+000dB,8.41070295339680e+001°)
3.94000000000000e+003	(-5.76131028827217e+000dB,8.40863065445467e+001°)
3.95000000000000e+003	(-5.73105811496147e+000dB,8.40655998571940e+001°)
3.96000000000000e+003	(-5.70093560519555e+000dB,8.40449093620988e+001°)
3.97000000000000e+003	(-5.67094162121724e+000dB,8.40242349505872e+001°)
3.98000000000000e+003	(-5.64107504026970e+000dB,8.40035765151075e+001°)
3.99000000000000e+003	(-5.61133475433681e+000dB,8.39829339492166e+001°)
4.00000000000000e+003	(-5.58171966988911e+000dB,8.39623071475662e+001°)
