time,Vin,VC,I
0.0,0.0003459745099394243,-0.005460003827776139,2.858352373225564e-07
1e-09,4.9954223063021574,-0.011730018032222976,0.0004991632591277847
7.59008701082823e-05,4.996043724200937,0.03253085988094314,0.0004954567791387861
0.0001518007402165646,4.99878363760483,0.09118511875274689,0.0004938646094546502
0.0002277006103248469,5.010259813909544,0.11300272297777364,0.0004905005072380599
0.0003036004804331292,5.008453921107429,0.14949208535870812,0.0004866300310701871
0.0003795003505414115,4.992690016138439,0.18341131727487944,0.00048098265625913294
0.0004554002206496938,5.024021706657889,0.2261276177211669,0.00047926247673584193
0.000531300090757976,4.988534230025054,0.2594869186341833,0.00047708708442877913
0.001062599197349899,5.001753562853334,0.490764912908413,0.0004502719586547566
0.001648536697349899,5.010339360396944,0.7540516144289819,0.0004254628437797753
0.002234474197349899,4.987837280777971,1.0094739365502283,0.00040111464199611474
0.002820411697349899,4.98938202975244,1.2357050154996694,0.00037945589618590815
0.003406349197349899,5.008481763747136,1.4414316780636356,0.00035566235500147296
0.0039922866973499,5.001464654964408,1.6365989683061888,0.000335084948247897
0.004578224197349899,4.986378019955424,1.8455770291044813,0.0003160521623544104
0.005164161697349899,4.996415481644581,2.013447376686453,0.00029937483932902586
0.006336036697349898,5.009876034705821,2.3403680415796555,0.00026459154455133995
0.007507911697349897,4.993425486433442,2.616094797316233,0.00023593957826877017
0.008679786697349897,5.010046191245961,2.893446304387438,0.00020814051982775741
0.009851661697349896,4.9768742235086085,3.145108802525576,0.0001867650478485467
0.0110235366973499,4.992448832607451,3.3342942512995823,0.0001662988314290917
0.0121954116973499,5.009019497236967,3.5117464922143093,0.00014669637781955635
0.01336728669734989,4.983967112412343,3.6812162903126624,0.0001291228249177314
0.01453916169734989,5.013082046404893,3.8374335789104963,0.00011566104049202864
0.01571103669734989,4.979985799055899,3.9575762979725377,0.00010410280933482788
0.0168829116973499,5.008362347034358,4.072521012578819,9.23529144044891e-05
0.0180547866973499,5.006439672300569,4.187141434968981,8.047668854978143e-05
0.0192266616973499,5.006633057115727,4.273426286657937,7.393334780444757e-05
0.02039853669734991,5.006767381590496,4.335422862749167,6.395619578982813e-05
0.02157041169734991,5.0050004943708055,4.418637136096383,5.849282555148214e-05
0.02274228669734991,5.01169292096432,4.494102804086412,5.071641363671693e-05
0.02391416169734991,4.989804758524871,4.539262083818229,4.545970081524371e-05
0.02508603669734992,4.99170654718896,4.598351953437496,4.1274094336868e-05
0.02625791169734992,4.999495131991988,4.639362004078878,3.553419507503504e-05
0.02742978669734992,4.993501257633995,4.6918949437993485,3.111737531063795e-05
0.02860166169734993,5.0171027733018905,4.694989546003734,2.7505645201140844e-05
0.02977353669734993,5.00532361639328,4.749746531415162,2.5049667248349723e-05
0.03094541169734993,5.006817174675913,4.790922426070984,2.2842637655640146e-05
0.03211728669734993,5.016522944107902,4.801363590297853,1.8659922309767488e-05
0.03328916169734993,4.9904099121393894,4.831336768716007,1.7588408447715698e-05
0.03446103669734994,5.0070430342218755,4.83814265697501,1.7315454214141413e-05
0.03563291169734994,5.003604321526199,4.87557695353702,1.4865333186817294e-05
