f,T
10.0,0.549566701414805
110.909090909091,0.5477785010150851
211.818181818182,0.5531745677849174
312.727272727273,0.5595434924075853
413.636363636364,0.5543638321886306
514.545454545455,0.5494179770017084
615.454545454545,0.5394106973067256
716.363636363636,0.5468672369882541
817.272727272727,0.5434730568553181
918.181818181818,0.5404613444962272
1019.09090909091,0.5352575473057893
1120.0,0.5348558857026735
1220.90909090909,0.5297703340860493
1321.81818181818,0.5139722370226634
1422.72727272727,0.5197883557745993
1523.63636363636,0.5104590146056107
1624.54545454545,0.5090442313634008
1725.45454545455,0.49208225396469574
1826.36363636364,0.49319237382195014
1927.27272727273,0.48214252801073176
2028.18181818182,0.47680142511066914
2129.09090909091,0.47678820273810063
2230.0,0.48216515704477586
2330.90909090909,0.4627227191784505
2431.81818181818,0.4515879070557212
2532.72727272727,0.45029230378825813
2633.63636363636,0.4417125873123873
2734.54545454546,0.44591165196183885
2835.45454545455,0.43397325864406655
2936.36363636364,0.4234183254370397
3037.27272727273,0.42477287152164717
3138.18181818182,0.42831617148174805
3239.09090909091,0.4065494155389302
3340.0,0.40168020925350423
3440.90909090909,0.41142680516357355
3541.81818181818,0.39381567264892114
3642.72727272727,0.3965856784441906
3743.63636363637,0.3880058020101909
3844.54545454546,0.38201957153615035
3945.45454545455,0.37034677698868335
4046.36363636364,0.374696052964897
4147.27272727273,0.37218770235910587
4248.18181818182,0.3613322113802876
4349.09090909091,0.35411509488620474
4450.0,0.3478734697835478
4550.90909090909,0.3395429643674119
4651.81818181818,0.34291944961542853
4752.72727272727,0.33537517889038354
4853.63636363637,0.33240133293438856
4954.54545454546,0.3203820384079835
5055.45454545455,0.3224341576101797
5156.36363636364,0.31803665421473326
5257.27272727273,0.3130592616158174
5358.18181818182,0.3074554298252437
5459.09090909091,0.29875771922111755
5560.0,0.2971618571706357
5660.90909090909,0.3000323484776146
5761.81818181818,0.2852829986270518
5862.72727272728,0.29725116278135044
5963.63636363637,0.27948110919326796
6064.54545454546,0.28533142576439524
6165.45454545455,0.28437010014253317
6266.36363636364,0.2773348018558783
6367.27272727273,0.2671585590523802
6468.18181818182,0.26923511285927093
6569.09090909091,0.26846359765790073
6670.0,0.2536333604295517
6770.90909090909,0.25611825681754224
6871.81818181819,0.25451624775961496
6972.72727272728,0.2562436299787648
7073.63636363637,0.25940778440201595
7174.54545454546,0.25961975312691377
7275.45454545455,0.24029046321529804
7376.36363636364,0.24078666966048845
7477.27272727273,0.249528107538052
7578.18181818182,0.2351296098838972
7679.09090909091,0.23632914865092433
7780.0,0.23188360369702335
7880.9090909091,0.23039495262221912
7981.81818181819,0.23476959771349254
8082.72727272728,0.21979366219840474
8183.63636363637,0.21634715993919068
8284.54545454546,0.22776483008894818
8385.45454545455,0.22101497832013142
8486.36363636364,0.2171498374700927
8587.27272727273,0.222645746725984
8688.18181818182,0.21106034341110194
8789.09090909091,0.2039737446097334
8890.0,0.2003449633145876
8990.90909090909,0.2072175371481851
9091.81818181818,0.19991663982942542
9192.72727272727,0.19873461431220435
9293.63636363636,0.20072798586678328
9394.54545454545,0.19684736442475734
9495.45454545454,0.198868238143938
9596.36363636363,0.19102009380099902
9697.27272727272,0.19556733930383896
9798.18181818181,0.19678288391571575
9899.0909090909,0.1877830556838266
10000.0,0.19117115720752262
