f,T
10.0,0.00010014635189615172
110.909090909091,0.05786259943975243
211.818181818182,0.10689065058527238
312.727272727273,0.1486033610716524
413.636363636364,0.20527388088403947
514.545454545455,0.24418899760681537
615.454545454545,0.2876731291844116
716.363636363636,0.34126307392184263
817.272727272727,0.3841116316586075
918.181818181818,0.41862597480982794
1019.09090909091,0.4578434669673251
1120.0,0.4939864405066663
1220.90909090909,0.5262824666716481
1321.81818181818,0.5676081029529659
1422.72727272727,0.5817689771658208
1523.63636363636,0.59742720097894
1624.54545454545,0.6403295923275104
1725.45454545455,0.6492543004898353
1826.36363636364,0.6778336013775391
1927.27272727273,0.7018793212848515
2028.18181818182,0.7150133906544486
2129.09090909091,0.7329695967604758
2230.0,0.7438104994132843
2330.90909090909,0.7568200574413674
2431.81818181818,0.7809321559786018
2532.72727272727,0.7840907191611204
2633.63636363636,0.7950056631738921
2734.54545454546,0.8129062752115426
2835.45454545455,0.8251298415313487
2936.36363636364,0.8250078349751822
3037.27272727273,0.8390281049405497
3138.18181818182,0.8414812958279119
3239.09090909091,0.8541357248802641
3340.0,0.8610404844475751
3440.90909090909,0.8714218480278768
3541.81818181818,0.867596370453307
3642.72727272727,0.8807275449230486
3743.63636363637,0.8852271819670683
3844.54545454546,0.8877203740168688
3945.45454545455,0.8971659628580028
4046.36363636364,0.9066984138412778
4147.27272727273,0.8986856892209243
4248.18181818182,0.8960215035936094
4349.09090909091,0.9118127759727295
4450.0,0.9078554567754007
4550.90909090909,0.9235855310401104
4651.81818181818,0.9210982085036425
4752.72727272727,0.9225835438285711
4853.63636363637,0.9279965769519117
4954.54545454546,0.9310831912122182
5055.45454545455,0.9346071861147217
5156.36363636364,0.9320216956891466
5257.27272727273,0.9353014274291886
5358.18181818182,0.9400362922940236
5459.09090909091,0.9411432697011218
5560.0,0.941069361436113
5660.90909090909,0.9377079167660002
5761.81818181818,0.950466350651117
5862.72727272728,0.9442071279203886
5963.63636363637,0.948667487762996
6064.54545454546,0.952303168519637
6165.45454545455,0.9516117632065173
6266.36363636364,0.9586541199331338
6367.27272727273,0.9552785246270888
6468.18181818182,0.9557148117840377
6569.09090909091,0.9548345332529141
6670.0,0.9583268003157884
6770.90909090909,0.9607159006314461
6871.81818181819,0.963031316725968
6972.72727272728,0.9589353473835018
7073.63636363637,0.9632350439009962
7174.54545454546,0.9675521508951351
7275.45454545455,0.9583059111317446
7376.36363636364,0.963178700598431
7477.27272727273,0.971694036398283
7578.18181818182,0.9653459790204032
7679.09090909091,0.9651750459899721
7780.0,0.9701087142474194
7880.9090909091,0.9719897505001449
7981.81818181819,0.9632587394029034
8082.72727272728,0.9743840919057525
8183.63636363637,0.9636569277922264
8284.54545454546,0.9685081039896953
8385.45454545455,0.970663953370217
8486.36363636364,0.9744785960064518
8587.27272727273,0.9756318245286614
8688.18181818182,0.9767298862626046
8789.09090909091,0.9589348698694806
8890.0,0.9785233265251757
8990.90909090909,0.9796524601479868
9091.81818181818,0.9821984199771874
9192.72727272727,0.9757926074624316
9293.63636363636,0.97850263553393
9394.54545454545,0.9770834252527039
9495.45454545454,0.970815344879426
9596.36363636363,0.9787960065030442
9697.27272727272,0.9768048990037106
9798.18181818181,0.9764803334056708
9899.0909090909,0.9823783219087984
10000.0,0.9781671032133499
